assessmentId,internalTaxonId,scientificName,redlistCategory,redlistCriteria,yearPublished,assessmentDate,criteriaVersion,language,rationale,habitat,threats,population,populationTrend,range,useTrade,systems,conservationActions,realm,yearLastSeen,possiblyExtinct,possiblyExtinctInTheWild,scopes
7631958,178870,Cycas candida,Endangered,B1ab(iii)+2ab(iii),2010,2009-10-31 00:00:00 UTC,3.1,English,"Classified as Endangered based on its small area of occupancy (20 km²) and extent of occurrence (55 km²), occurrence at three locations, and continuing decline estimated to be at least 10% over one generation as a result of loss in habitat.",This species is locally abundant in grassy woodland or grassland with scattered trees on skeletal gritty sandy soils on steep boulder slopes over granite.,This species occurs within a limited range and its habitat may be impacted by an increased frequency of wildfires.,"The population is estimated to be about 5,000 plants and in decline.",Decreasing,"This species is known from three locations in the Rollingstone district north of Townsville and a few kilometers north and south of there in Queensland, Australia.",,Terrestrial,"This species is listed on Appendix II of the CITES Appendices. Much of the population is conserved in the Mount Spec, Paluma Range National Park.",Australasian,,false,false,Global
7634086,178881,Cycas cupida,Vulnerable,D2,2010,2009-10-31 00:00:00 UTC,3.1,English,"It is estimated that the area of suitable habitat comprises less than 60 km<sup>2</sup> and although diffuse, there is only one large population of this cycad. This has been taken to be a single location that would be affected by a single event, hence is listed as Vulnerable under criterion D2. If there was any evidence of decline, the species could qualify as Endangered under criteria B2 and C1.","Plants are found widely scattered in open woodland on low sandstone hills. The cycads are widely distributed in this habitat, being most abundant on the low hills.","There are no immediate threats from land clearing or agriculture. Although <em>C. cupida</em> is scattered over a considerable area, all the known plants comprise a single population which is on unsecured land. This is a blue-leaved cycad and this could lead to intense interest from cycad collectors.",Plants are abundant at the type locality and are widely distributed throughout the Terrace range.,Unknown,"This species is known from a single, quite extensive population in the Terrace Range south of Charters Towers, South Kennedy District, Queensland, Australia.",,Terrestrial,This species is listed on Appendix II of the CITES Appendices.,Australasian,,false,false,Global
9561387,30538,Xanthostemon oppositifolius,Endangered,"B1+2c, C2a",1998,1998-01-01 00:00:00 UTC,2.3,English,,This tree is thought to be restricted to coastal rainforest.,It was heavily exploited in the early days of colonisation and harvested continually throughout the Second World War. It is poor at regenerating and has now become rare in Papua New Guinea.,"Very few, if any, mature individuals remain.",,"Papua New Guinea, in Milne Bay Province. The Queensland subpopulation is considered threatened but more up-to-date information is required to consolidate the present IUCN category.",,Terrestrial,,Australasian,,false,false,Global
9897910,34923,Brachychiton velutinosus,Vulnerable,"B1+2c, C2a",1998,1998-01-01 00:00:00 UTC,2.3,English,,"A tree scattered in lowland coastal and monsoon forest, often in the transition zone between savannah woodland and lowland forest. In Papua New Guinea, it is mainly restricted to monsoon forest.",,,,"In Papua New Guinea, it is mainly restricted to the Central Province. It occurs also on the Cape York Peninsula, Queensland, Australia.",,Terrestrial,,Australasian,,false,false,Global
9898196,34926,Wollemia nobilis,Critically Endangered,B1ab(iii)+2ab(iii),2011,2010-10-20 00:00:00 UTC,3.1,English,"<span style=""font-style: italic;"">Wollemia nobilis</span> was originally assessed in 1998 as Critically Endangered on the basis that the total number of mature individuals was less than 50. Since then, further surveys have indicated that the total population consists of about 80 mature individuals or clumps and about 300 juveniles and seedlings. Consequently, <span style=""font-style: italic;"">W</span>. <span style=""font-style: italic;"">nobilis</span> no longer qualifies for listing as Critically Endangered under Criterion D.<br/><br/>Its<span style=""font-style: italic;""> </span>restricted extent of occurrence (EOO) and area of occupancy (AOO) of less than 100 km<sup>2</sup> and less than 10 km<sup>2</sup> respectively, are within the thresholds for listing as Critically Endangered under Criterion B. The population is confined to a single location and the presence of exotic pathogens coupled with the impacts of unauthorized access represent a decline in the quality of habitat in at least part of its range. On this basis, <span style=""font-style: italic;"">W. nobilis</span> is assessed as Critically Endangered.","All stands occur in deep narrow sandstone gorges in warm temperate rainforest of <span style=""font-style: italic;"">Ceratopetalum apetalum</span>, <span style=""font-style: italic;"">Doryphora sassafras</span> and <span style=""font-style: italic;"">Acmena smithii</span>, with an understorey comprising several fern species such as <span style=""font-style: italic;"">Dicksonia antarctica</span>, <span style=""font-style: italic;"">Cyathea australis</span>, <span style=""font-style: italic;"">Sticherus flabellatus</span>, <span style=""font-style: italic;"">Adiantum diaphanum</span>, <span style=""font-style: italic;"">Doodia aspera</span> and <span style=""font-style: italic;"">Blechnum nudum</span>. Most individuals are located on ledges or grow from cliffs within the gorges. Eucalypt woodland dominated by <span style=""font-style: italic;"">Eucalyptus piperita</span> surrounds these gorges (Benson and Allen 2007).","The small population size and very restricted distribution mean that <span style=""font-style: italic;"">W.</span> <span style=""font-style: italic;"">nobilisis</span> very susceptible to the effects of human activities or stochastic events. Specific threats include exotic pathogens such as <span style=""font-style: italic;"">Phytophthora cinnamonii</span>, the introduction of exotic weeds, trampling and other forms of disturbance associated with unauthorised access. Intense catastrophic fires are a significant threat. Changes in rainfall and temperature patterns associated with climate change represent further potential threats (Department of Environment and Conservation NSW, 2006).","There are currently estimated to be 80 mature individuals or multistemmed clumps. Additionally, 300 seedlings and juveniles have been recorded. Some individual trees may reach almost 40 m in height with diameters up to 1 m. Coppicing from the base is frequent (Department of Environment and Conservation NSW, 2006). Genetic studies indicate that there is very little variation within the population (Peakall <span style=""font-style: italic;"">et al.</span> 2003).",Unknown,"<span style=""font-style: italic;"">Wollemia</span> <span style=""font-style: italic;"">nobilis</span> is only known from Wollemi National Park in New South Wales, Australia. Its EOO is less than 100 km<sup>2</sup> and the AOO is under 10 km<sup>2</sup>.",,Terrestrial,"<span style=""font-style: italic;"">Wollemia</span> <span style=""font-style: italic;"">nobilis</span> is listed as endangered under both the NSW Threatened Species Conservation Act 1995 and under the Commonwealth’s Environment Protection and Biodiversity Conservation Act 1999. All known locations and individuals are within the Wollemi National Park.&#160; This national park is also within the Greater Blue Mountains World Heritage Area.<br/><br/>Protective measures include restricting access to the site and strict phytosanitary precautions for all researchers visiting the sites to undertake approved research and monitoring. An ex-situ conservation and research programme was also initiated. As part of this programme, commercial propagation was undertaken and the resultant plants distributed for sale worldwide. The primary purpose of the commercialisation programme was to protect the wild stands from impacts associated with illegal collections and generate income for the continued conservation of <span style=""font-style: italic;"">W. nobilis</span> and other threatened species.<br/>The official recovery plan is available from the New South Wales Department of Environment and Conservation (2006).<a href=""http://www.environment.gov.au/biodiversity/threatened/publications/pubs/wollemia-nobilis.pdf""></a>",Australasian,,false,false,Global
9898524,34927,Alectryon ramiflorus,Endangered,B1+2c,1998,1998-01-01 00:00:00 UTC,2.3,English,,Rainforest.,The species is threatened because of habitat clearance.,,,Occurring in Childers District on the southern coast of Queensland.,,Terrestrial,Only a single population of about 20 plants is known to be relatively well protected within a state forest.,Australasian,,false,false,Global
9898599,34928,Aglaia brassii,Vulnerable,A1c,1998,1998-01-01 00:00:00 UTC,2.3,English,,This understorey tree is fairly common in lowland primary and secondary forest up to 500 m.,The main threat to the species is loss of habitat.,,,,,Terrestrial,,Australasian,,false,false,Global
10007188,36608,Aglaia australiensis,Vulnerable,D2,1998,1998-01-01 00:00:00 UTC,2.3,English,,"This small tree occurs in lowland rainforest, coastal rainforest and complex mesophyll forest.",,More information is needed on the status of the forest in this region.,,"Cook District, Queensland.",,Terrestrial,,Australasian,,false,false,Global
10040152,37224,Myristica ampliata,Vulnerable,D2,1998,1998-01-01 00:00:00 UTC,2.3,English,,Lowland rainforest.,,,,"Known only from four collections, this small tree is found locally in Mission Beach area of north-east Queensland.",,Terrestrial,,Australasian,,false,false,Global
10098958,38184,Archontophoenix myolensis,Vulnerable,C2a,1998,1998-01-01 00:00:00 UTC,2.3,English,,"Restricted to an altitudinal range of 350 to 400 m, the species occurs in riverine rainforest on metamorphic rocks.",,,,Myola area and Black Mountain in the Kuranda range. The total population is estimated to contain 400 to 500 mature trees and remains unprotected. Regeneration is good.,,Terrestrial,,Australasian,,false,false,Global
10102576,38147,Flindersia ifflaiana,Endangered,"A2cd, B1+2c",1998,1998-01-01 00:00:00 UTC,2.3,English,,This tree is found in monsoon and gallery forest up to 50 m.,"The area is relatively restricted, fragile and threatened by logging activities.",,,Papua New Guinea. The species occurs in the Oriomo River ecosystem in Western Province. The above threat category applies only to the population in Papua New Guinea. More information is needed from Queensland.,,Terrestrial,,Australasian,,false,false,Global
